tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy_current_month,infant_vacancy_next_month,infant_vacancy_third_month,infant_vacancy_fourth_month,infant_vacancy_fifth_month,infant_vacancy_sixth_month,infant_vacancy_seventh_month,pg_vacancy_current_month,pg_vacancy_next_month,pg_vacancy_third_month,pg_vacancy_fourth_month,pg_vacancy_fifth_month,pg_vacancy_sixth_month,pg_vacancy_seventh_month,n1_vacancy_current_month,n1_vacancy_next_month,n1_vacancy_third_month,n1_vacancy_fourth_month,n1_vacancy_fifth_month,n1_vacancy_sixth_month,n1_vacancy_seventh_month,n2_vacancy_current_month,n2_vacancy_next_month,n2_vacancy_third_month,n2_vacancy_fourth_month,n2_vacancy_fifth_month,n2_vacancy_sixth_month,n2_vacancy_seventh_month,k1_vacancy_current_month,k1_vacancy_next_month,k1_vacancy_third_month,k1_vacancy_fourth_month,k1_vacancy_fifth_month,k1_vacancy_sixth_month,k1_vacancy_seventh_month,k2_vacancy_current_month,k2_vacancy_next_month,k2_vacancy_third_month,k2_vacancy_fourth_month,k2_vacancy_fifth_month,k2_vacancy_sixth_month,k2_vacancy_seventh_month,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks
na,RC1920,New Life Preschool @ Bukit Gombak,RC,Not-for-Profit Organisation,CC,65671545,bgbpreschool@newlife.org.sg,"531,BUKIT BATOK STREET 51,#01-136,650531",650531,www.newlifepreschool.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,Yes,22/10/2024,na
na,RC1914,New Life Preschool @ Ang Mo Kio,RC,Not-for-Profit Organisation,CC,64561087,amkpreschool@newlife.org.sg,"513,ANG MO KIO AVE 8,#01-2776,560513",560513,www.newlifepreschool.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,Yes,22/10/2024,na
na,RC1915,New Life Preschool @ Bedok,RC,Not-for-Profit Organisation,CC,64480683,bdkpreschool@newlife.org.sg,"24,NEW UPPER CHANGI ROAD,#01-608,461024",461024,www.newlifepreschool.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,Yes,21/10/2024,na
na,RC1739,SGM LITTLE KIDZ @ RIVERVALE,RC,Not-for-Profit Organisation,CC,63862868,emildawati_bendiamin@sgmcoop.org.sg,"188C,RIVERVALE DRIVE,#01-1042,543188",543188,na,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,No,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,21/10/2024,na
na,PT8819,AMERICARE CHILD DEVELOPMENT CENTRE,PT,Private Operators,CC,63444424,AMERICARECDC@GMAIL.COM,"541,Geylang Road,#02-01,389496",389496,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Halal Food With Beef (with Certification from MUIS),Malay,No,07:00-19:00,07:00-14:00,na,No,Yes,Yes,No,21/10/2024,na
na,PT9759,Carpe Diem Schoolhouse Pte Ltd,PT,Private Operators,CC,65130370,sk@carpediem.com.sg,"353,ANCHORVALE LANE,#02-02,540353",540353,www.carpediem.com.sg,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,Yes,Yes,No,21/10/2024,na
na,PT8386,CARPE DIEM CHILDCARE RESORT PTE. LTD.,PT,Private Operators,CC,63125317,pg@carpediem.com.sg,"413,NORTHSHORE DRIVE,#02-01,820413",820413,www.carpediem.com.sg,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,Yes,Yes,Yes,21/10/2024,na
na,PT8709,GENIUS HIVE PRE-SCHOOL PTE. LTD.,PT,Private Operators,CC,82220790,admin@geniushive.edu.sg,"105,CECIL STREET,#02-02,THE OCTAGON,069534",069534,https://www.facebook.com/geniushivepreschool/,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,Yes,20/10/2024,na
na,PT9205,Eshkol Valley @ Yishun Pte Ltd,PT,Private Operators,CC,81610603,yishun@eshkolvalley.com.sg,"6,YISHUN INDUSTRIAL STREET 1,#01-06,NORTH VIEW BIZHUB,768090",768090,www.eshkolvalley.com.sg,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,No,18/10/2024,na
na,PT9149,CAMBRIDGE@FERNVALE PTE. LTD.,PT,Private Operators,CC,64257560,fernvale@cambridge.school,"409A,FERNVALE ROAD,#01-46,CORAL VALE,791409",791409,na,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,17/10/2024,na
na,EB0010,E-BRIDGE PRE-SCHOOL PTE LTD,EB,E-Bridge Pre-school Pte. Ltd.,CC,63865350,217compassvale@e-bridge.edu.sg,"217,COMPASSVALE DRIVE,#01-11,MULTI STOREY CAR PARK,540217",540217,https://info.e-bridge.edu.sg/registration-of-interest,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,07:00-14:00,Anchor Operator Scheme,No,No,Yes,Yes,17/10/2024,na
na,PT9789,Leeds Montessori,PT,Private Operators,CC,81180077,leedsmon@yahoo.com,"449,PUNGGOL ROAD,BEAUTY GARDEN,546663",546663,www.leedsmontessori.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,Yes,Yes,No,15/10/2024,na
na,PT7970,Brighton Montessori Frankel,PT,Private Operators,CC,64499875,frankel@brightonmontessori.com.sg,"125,FRANKEL AVENUE,458235",458235,www.brightonmontessori.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,No,Yes,Yes,15/10/2024,na
na,PT3460,Sunshine Kids Preschool @Woodlands Pte Ltd,PT,Private Operators,CC,63660432,woodlands@sunshinekids.com.sg,"795,WOODLANDS DR 72,#01-01,730795",730795,sunshinekids.com.sg,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,No,14/10/2024,na
na,RC1918,New Life Preschool @ Marine Drive,RC,Not-for-Profit Organisation,CC,63441942,mpdpreschool@newlife.org.sg,"66,MARINE DRIVE,#01-202,440066",440066,www.newlifepreschool.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,Yes,14/10/2024,na
na,NT0532,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"267A,PUNGGOL FIELD,#01-111,821267",821267,https://www.myfirstskool.com/PC2-lifesg,Full,Full,Full,Full,Limited,Available,Full,Limited,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,13/10/2024,na
na,NT0536,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"306A,PUNGGOL PLACE,#02-47,821306",821306,https://www.myfirstskool.com/PC3-lifesg,Full,Full,Limited,Limited,Limited,Limited,Full,Limited,Available,Available,Available,Available,Available,Full,Limited,Limited,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,13/10/2024,na
na,NT0517,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"2,TANJONG PAGAR PLAZA,#03-35,082002",082002,https://www.myfirstskool.com/TJP-lifesg,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,13/10/2024,na
na,NT0524,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"14A,LORONG 7 TOA PAYOH,#01-229,311014",311014,https://www.myfirstskool.com/TP3-lifesg,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,13/10/2024,na
na,PT8957,Brighton Montessori Mountbatten,PT,Private Operators,CC,98179510,yokeharwong@brightonmontessori.com.sg,"764,MOUNTBATTEN ROAD,437764",437764,http://www.brightonmontessori.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,Yes,Yes,Yes,11/10/2024,na
na,WP1112,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE. LTD.,WP,Workplace,CC,62198136,lshrep01@littleskoolhouse.com,"9,WOODLANDS AVENUE 9,#01-01,REPUBLIC POLYTECHNIC,738964",738964,na,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,11/10/2024,na
na,RC1816,Kampung Siglap Mosque Kindergarten,RC,Not-for-Profit Organisation,KN,62437060,azlina_jamil@mks.org.sg,"451,Marine Parade Road,#03MASJID KAMPUNG SIGLAP,449283",449283,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Halal Food With Beef (with Certification from MUIS),Malay|Others: Arabic,No,08:00-16:30,na,na,No,Yes,Yes,No,11/10/2024,na
na,PT8984,CARPE DIEM SCHOOLHOUSE PTE. LTD.,PT,Private Operators,CC,64682341,ty@carpediem.com.sg,"5,TOH YI DRIVE,#01-221,590005",590005,www.carpediem.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,Yes,10/10/2024,na
na,RC1778,NEW LIFE COMMUNITY SERVICES,RC,Not-for-Profit Organisation,CC,68920084,enquiry.j10cc@newlife.org.sg,"1,WOODLANDS ROAD,#04-02,TEN MILE JUNCTION,677899",677899,https://www.newlifepreschool.sg/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,No,Yes,Yes,9/10/2024,na
na,PT9814,MAPLEBEAR LITTLE FEATS PTE LTD,PT,Private Operators,CC,91521578,corporationplace@maplebear.sg,"2,CORPORATION ROAD,#01-13,CORPORATION PLACE,618494",618494,www.maplebear.sg,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,Yes,Yes,No,9/10/2024,na
na,PT8633,BETWEEN TWO TREES PRESCHOOL,PT,Private Operators,CC,67339768,ecda@betweentwotrees.sg,"7,MING TECK PARK,277375",277375,www.betweentwotrees.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Limited,Limited,Full,Full,Full,Full,Available,Limited,Limited,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,9/10/2024,na
TP0005,YM0161,MY WORLD PRESCHOOL LTD.,YM,MY World Preschool Ltd,CC,62710355,tiongbahruview@myworld.org.sg,"9B,BOON TIONG ROAD,#01-515,163009",163009,www.myworld.org.sg,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,1/10/2024,na
na,PT9906,Wharton Preschool @ Admiralty,PT,Private Operators,CC,81860953,lygoh@whartonpreschool.com,"8,ADMIRALTY STREET,#01-13,ADMIRAX,757438",757438,www.whartonpreschool.com,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,Yes,Yes,Yes,9/10/2024,na
na,PT9721,Camelot at River Valley,PT,Private Operators,KN,98193093,camelotrivervalley@gmail.com,"80,KIM SENG ROAD,#01-08,MIRAGE TOWER,239426",239426,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),na,No,09:00-17:00,na,na,No,No,Yes,No,8/10/2024,na
na,PT9175,MINDCHAMPS PRESCHOOL @ WEST COAST PLAZA PTE. LIMITED,PT,Private Operators,CC,69004500,jenniferng@mindchamps.org,"154,WEST COAST ROAD,#01-63,WEST COAST PLAZA,127371",127371,www.mindchampspreschool.org,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Halal Food With No Beef (with Certification from MUIS),Chinese,No,07:00-19:00,na,na,No,Yes,Yes,Yes,8/10/2024,na
na,PT9424,Brighton Montessori River Valley (Crystal Court),PT,Private Operators,CC,67321303,rv@brightonmontessori.com.sg,"456,RIVER VALLEY ROAD,#01-01,CRYSTAL COURT,248342",248342,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,Yes,Yes,Yes,8/10/2024,na
na,PT9045,Odyssey The Global Preschool Loyang,PT,Private Operators,CC,65833809,norfaizah@theodyssey.sg,"191,JALAN LOYANG BESAR,506996",506996,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,No,Yes,Yes,7/10/2024,na
na,NT0600,My First Skool,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"225,CHOA CHU KANG CENTRAL,#01-209,NIL,680225",680225,https://www.myfirstskool.com/CCK06-lifesg,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,7/10/2024,na
na,PT6170,Learning Vision Sunshine Place (Choa Chu Kang),PT,Private Operators,CC,96693065,Jesscheng@learningvision.com,"475,CHOA CHU KANG AVE 3,#02-14,680475",680475,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,7/10/2024,na
na,PT8995,Learning Vision Lifelong Learning Institute (Paya Lebar),PT,Private Operators,CC,86682506,GermaineKan@learningvision.com,"11,EUNOS ROAD 8,#04-04,Lifelong Learning Institute,408601",408601,na,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,Yes,7/10/2024,na
na,PT9406,AAYTOZEE LEARNING COVE PTE LTD,PT,Private Operators,CC,91912636,lilin.peh@aaytozee.com,"21,CHU LIN ROAD,BAMBOO GROVE PARK,669915",669915,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,Yes,Yes,No,6/10/2024,na
na,PT9001,Brighton Montessori Ang Mo Kio (The Grassroots' Club),PT,Private Operators,CC,64558830,KristalKoh@brightonmontessori.com.sg,"190,ANG MO KIO AVENUE 8,#02-01,568046",568046,http://www.brightonmontessori.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,6/10/2024,na
na,PT8352,SUNSHINE KIDS EDUCARE PRIVATE LIMITED,PT,Private Operators,CC,62831892,enquiry@sunshinekidseducare.online,"321,HOUGANG AVENUE 5,#01-38,530321",530321,https://www.sunshinekidseducare.online/,Limited,Limited,Limited,Limited,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Limited,Limited,Limited,Limited,Available,Full,Full,Limited,Limited,Limited,Limited,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,No,3/10/2024,na
na,RC1761,HAVEN INFANT & TODDLER CENTRE,RC,Not-for-Profit Organisation,CC,62511768,principalwh@havenschoolhouse.sg,"114,WHAMPOA ROAD,#01-123,320114",320114,na,Available,Available,Available,Available,Available,Available,Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Vegetarian,Chinese,No,07:00-19:00,na,na,No,No,Yes,No,3/10/2024,na
